age_effects,CV_cell,CV_age_effects
7.0137468835997,1.11712341117504,2.40504244144252
-2.56635597706408,0.222437094317938,-0.185976381889523
-0.144710447886898,1.46452298243892,0.468977874948303
0.0157443067564509,-1.5754341108635,0.512374203319795
-4.68095018121051,-0.679551475566644,-0.757886043647855
-3.32177069448913,-0.816188835159703,-0.390284600782149
-8.28092264589678,-2.22126848222485,-1.73152866055321
-4.11417319910631,0.514224102544544,-0.604596475610632
-0.495040855786302,1.16680987253779,0.37422809047782
0.247944660123547,0.0308657640496608,0.575174728022806
-0.550062928077979,-0.543331726652794,0.359346911530165
3.0855571490441,0.590157847272741,1.34263072291656
-1.17976592534173,0.21669245245794,0.189038477189833
-2.14885330568802,1.25932813460995,-0.0730592977976064
0.286625440176512,-0.105761543447183,0.585636268016277
-3.09963511886036,-0.339101817848996,-0.330206179270716
-5.07797247121621,0.343886801785827,-0.865264037563871
7.47066862983946,-0.0593111566018933,2.52862074352507
-5.40008441049638,-1.3749731441152,-0.952381901540238
-2.51295472780325,0.126632232599703,-0.171533568066262
-2.20040555762355,0.573799043641561,-0.0870020348530265
-8.87736345383943,-2.5752311289757,-1.89284105801485
-8.37582125454435,-1.38104724591004,-1.75719478177238
-2.34108117777641,-0.782211188621157,-0.125048931123482
-2.10429827694592,-0.0556888032161496,-0.061009018189556
0.192236652788637,0.938604909992683,0.560108032214378
-3.19066033811098,0.0561194032132881,-0.354824709980306
-6.48696630644514,-1.41686590433532,-1.24633818698945
-0.959046288109632,0.42819163618079,0.248733946337203
-2.63659654966999,0.426984854953791,-0.204973531338806
-2.22997765979792,0.195042323842607,-0.0950000568464963
-0.56311741750559,0.917315542368587,0.355816215844755
0.559567683963996,0.0719938563955899,0.659455777224224
0.0942883454827033,-0.598619528031304,0.533617094524634
-0.952610220624164,1.16680987253779,0.250474634537072
-1.76626038147966,1.16680987253779,0.030416153637038
2.1971315505602,0.529305836402116,1.10234860045067
-2.58607169828155,-0.901730084892819,-0.1913086633413
1.03182628987568,-0.808120322730633,0.787182061085121
-3.15777338377411,-0.533760002139806,-0.345930158536733
-1.6341972053455,-1.22570402621011,0.0661337424990135
1.32274173192285,0.180401403781732,0.86586257185888
-5.38233591305543,-0.0126205060884466,-0.947581672187358
2.2586541357789,0.364520076946384,1.11898789740606
